date,rolling_gross_sharpe,rolling_net_sharpe
2021-07-02,0.4058064909508248,-0.45864410430052654
2021-07-06,0.42896627794992365,-0.43766022852741554
2021-07-07,0.4468477252166026,-0.42497287349826574
2021-07-08,0.5317205015390091,-0.34306793758092957
2021-07-09,0.49789579155017266,-0.379089963993685
2021-07-12,0.4543019954962043,-0.424638834588867
2021-07-13,0.37753702340561257,-0.5026861004061257
2021-07-14,0.37520273723253095,-0.5047137587584366
2021-07-15,0.35440037210893094,-0.5252852014221858
2021-07-16,0.3051690489201387,-0.574562328284117
2021-07-19,0.2687623497055948,-0.6126577892146992
2021-07-20,0.40362301139704143,-0.4725896040676951
2021-07-21,0.3866940351127708,-0.4900730864928252
2021-07-22,0.4251471592030624,-0.4534147351798076
2021-07-23,0.5963637836342213,-0.2896809827686202
2021-07-26,0.5430367578023605,-0.34685109174626394
2021-07-27,0.5673082205534408,-0.321386049636839
2021-07-28,0.6270700162824091,-0.2591560003414431
2021-07-29,0.6357957904858373,-0.25030868397629014
2021-07-30,0.5042586394979408,-0.3855498378350407
2021-08-02,0.4921173447023351,-0.39581558411983303
2021-08-03,0.4887154418098189,-0.3998607739802462
2021-08-04,0.5516106022963787,-0.33723178728359265
2021-08-05,0.5890546200596803,-0.299684700628516
2021-08-06,0.49600135544127993,-0.39307334732340166
2021-08-09,0.3985628713929173,-0.4916421900809384
2021-08-10,0.3084100756458328,-0.5818997448001133
2021-08-11,0.3947720765821702,-0.49729143755428995
2021-08-12,0.4276321479241415,-0.46481957310415617
2021-08-13,0.456359497000547,-0.43262746522493145
2021-08-16,0.4292098363982281,-0.4583351468458566
2021-08-17,0.3280831580445242,-0.5608181568775931
2021-08-18,0.2879520863380116,-0.6015484861392126
2021-08-19,0.29105908644030903,-0.5997532424703934
2021-08-20,0.4274271318219433,-0.46568248480371366
2021-08-23,0.46588873645872303,-0.4250876747263635
2021-08-24,0.4540515181950151,-0.43613032398373003
2021-08-25,0.5136297597626673,-0.3781292026365589
2021-08-26,0.45226167195408884,-0.4402251926288697
2021-08-27,0.42659784376503296,-0.4672695431468551
2021-08-30,0.4303072783918022,-0.4623465618858024
2021-08-31,0.4998117281389438,-0.39710877321155197
2021-09-01,0.5067469907361856,-0.38983864600521545
2021-09-02,0.23135794602257495,-0.6879384203742422
2021-09-03,0.06224674582164585,-0.8604214074122926
2021-09-07,0.07712834894398922,-0.8413319127441351
2021-09-08,-0.01958219853956877,-0.9361139532920956
2021-09-09,0.029992309311016253,-0.8868489090262037
2021-09-10,0.09615772196043211,-0.8165505577416459
2021-09-13,0.027174431903501838,-0.8832535022541523
2021-09-14,0.014278734985332216,-0.8971606032948303
2021-09-15,-0.028086957084462696,-0.940842848069997
2021-09-16,-0.022589477411847882,-0.9359228860415068
2021-09-17,0.024440123363437705,-0.884936712056687
2021-09-20,-0.1833649497071654,-1.1102318287224289
2021-09-21,-0.2872179855534365,-1.2104302342346216
2021-09-22,-0.2432747296191913,-1.1631397964826244
2021-09-23,-0.34100507874995395,-1.261962908838348
2021-09-24,-0.4423125470625923,-1.3605767187838564
2021-09-27,-0.510148767471235,-1.4322814833562616
2021-09-28,-0.4755515787992691,-1.3985751429863293
2021-09-29,-0.4455374969047835,-1.3675094403459445
2021-09-30,-0.4046941635177224,-1.3308840426554167
2021-10-01,-0.6092422016331458,-1.541061894187755
2021-10-04,-0.5863375121887806,-1.513935697409032
2021-10-05,-0.5631054460276999,-1.4898890425542506
2021-10-06,-0.5528023688910558,-1.4739100635110851
2021-10-07,-0.6592193808965373,-1.5788587490107395
2021-10-08,-0.6775390384279781,-1.5962345562720182
2021-10-11,-0.6253288600157156,-1.541347319615317
2021-10-12,-0.6069903906656821,-1.5252358590725974
2021-10-13,-0.5699530643175986,-1.4893770862634004
2021-10-14,-0.4620684280505008,-1.3855726042698535
2021-10-15,-0.45766280024617345,-1.381884205043461
2021-10-18,-0.39686617028895776,-1.3226553914926942
2021-10-19,-0.3281552029455794,-1.2559578184544948
2021-10-20,-0.42063533210417586,-1.344356472946535
2021-10-21,-0.40658673099918236,-1.332587977896064
2021-10-22,-0.4572728430844654,-1.381076549059735
2021-10-25,-0.4766272377402888,-1.3996196450928482
2021-10-26,-0.4573142059651076,-1.3803029474255897
2021-10-27,-0.38048590513130276,-1.3060746886323078
2021-10-28,-0.35336086825993007,-1.2792999034345487
2021-10-29,-0.31302878315076094,-1.2393919710275814
2021-11-01,-0.3617509390209836,-1.2872731083525306
2021-11-02,-0.36748871332604777,-1.2925857123744278
2021-11-03,-0.592136107379473,-1.5064490748779154
2021-11-04,-0.3253346661524264,-1.2190225731286428
2021-11-05,-0.395030286823881,-1.2850006147195214
2021-11-08,-0.8001640556715313,-1.732160699615281
2021-11-09,-0.7542290359785657,-1.6822851980188378
2021-11-10,-1.0086515218254326,-1.9401898715424883
2021-11-11,-0.9833042837189551,-1.9151315482021976
2021-11-12,-0.9196436347123988,-1.8529842029624621
2021-11-15,-0.9163827371029913,-1.8514347604226737
2021-11-16,-0.9509176066403463,-1.8868503589223335
2021-11-17,-1.0271996747428538,-1.9577598561541407
2021-11-18,-1.07546345423462,-2.0053887161489645
2021-11-19,-1.0008813689589215,-1.9295530170227344
2021-11-22,-0.7842842664233062,-1.7196669222217662
2021-11-23,-0.6104189767324835,-1.5648190457223659
2021-11-24,-0.7290350050653382,-1.682703689318374
2021-11-26,-0.7785612790230633,-1.7327869193444834
2021-11-29,-1.127862089289016,-2.1126411493971173
2021-11-30,-1.1406329249375542,-2.1265324091226154
2021-12-01,-0.918160429677642,-1.9048245846555207
2021-12-02,-1.0240669691966526,-2.0109065373636272
2021-12-03,-0.9165684444612439,-1.9027649496582162
2021-12-06,-0.979568823546272,-1.963265379018227
2021-12-07,-0.9525819719524317,-1.9349587763721914
2021-12-08,-0.8742002607774252,-1.8619321638787876
2021-12-09,-0.8884052715180285,-1.8746031552027649
2021-12-10,-1.0001797798475618,-1.9876822844086792
2021-12-13,-0.9982007184445647,-1.9883487211219777
2021-12-14,-0.8699990497701076,-1.8647812273354827
2021-12-15,-0.8672314903961506,-1.8603519323919102
2021-12-16,-0.9653185220373519,-1.9569804041247272
2021-12-17,-0.9778546916361314,-1.9633876992197714
2021-12-20,-0.9282443043353686,-1.9130687651673992
2021-12-21,-0.9272240725007412,-1.912277220591879
2021-12-22,-0.9305482955313552,-1.9135196353798132
2021-12-23,-0.9664185399493883,-1.946583555585076
2021-12-27,-0.9880589313997481,-1.968422219937336
2021-12-28,-1.0040016761856159,-1.9824132282358677
2021-12-29,-1.0317406827131759,-2.0099916427204243
2021-12-30,-1.010205332392151,-1.987355591397822
2021-12-31,-1.0590932370863544,-2.034392079441567
2022-01-03,-1.0558930001058757,-2.029024297449765
2022-01-04,-0.9646552474192818,-1.9420659707507255
2022-01-05,-1.0509442278601646,-2.019880965780783
2022-01-06,-1.2103796708343981,-2.1753626923881364
2022-01-07,-0.9581461467834824,-1.9451090335887247
2022-01-10,-0.9366824706859418,-1.9212573854571846
2022-01-11,-0.948683710178105,-1.9332294446087006
2022-01-12,-0.923840520761985,-1.9103702588589206
2022-01-13,-1.0606982192172645,-2.0536261864770804
2022-01-14,-1.0825210959860434,-2.07385914430681
2022-01-18,-1.2938308527879443,-2.3110016174021624
2022-01-19,-1.3337229193544675,-2.3464926309602463
2022-01-20,-1.3220055773964674,-2.332772505119484
2022-01-21,-1.2695438492858013,-2.2822048448005825
2022-01-24,-1.3796102323110138,-2.3906131118229674
2022-01-25,-1.3882102584996305,-2.4016387410966735
2022-01-26,-1.4728422791627354,-2.4916738183606064
2022-01-27,-1.422731195233725,-2.4394065037302166
2022-01-28,-1.1281498516879642,-2.11713743570398
2022-01-31,-1.228682481725291,-2.228452738325949
2022-02-01,-1.2602870888760906,-2.2612493484185547
2022-02-02,-1.3586116888332713,-2.351374727182129
2022-02-03,-1.2446107067815202,-2.2318075537416093
2022-02-04,-1.2530585900903501,-2.242667918161194
2022-02-07,-1.2387821412173816,-2.22942585133716
2022-02-08,-1.1954269491164369,-2.1853130833721046
2022-02-09,-1.1961356160027077,-2.188526566277379
2022-02-10,-1.1531850500645822,-2.144887739881309
2022-02-11,-1.073243953621252,-2.075290215067198
2022-02-14,-1.1298404055317632,-2.1311173375103776
2022-02-15,-1.1647223835929363,-2.165818856448573
2022-02-16,-1.0673767409282098,-2.074398607738158
2022-02-17,-0.9590331426360402,-1.9661864301194616
2022-02-18,-0.969284288733467,-1.9790830227889777
2022-02-22,-0.8227712160344463,-1.8394420143402512
2022-02-23,-0.7208667866743492,-1.7420913886296163
2022-02-24,-0.8550783725627115,-1.8871893285528523
2022-02-25,-0.8851638780115982,-1.9158462242848684
2022-02-28,-0.921074077297017,-1.9518043708147395
2022-03-01,-0.6688143293174332,-1.729071298721274
2022-03-02,-0.6463962095553974,-1.7098717155648666
2022-03-03,-0.7949762481053781,-1.8449533738724875
2022-03-04,-0.7620340028333117,-1.8177543873169184
2022-03-07,-1.0509536938104442,-2.14149794079281
2022-03-08,-0.8497970391341966,-1.932632790101087
2022-03-09,-1.151212748864556,-2.2587143022692233
2022-03-10,-1.129738778534929,-2.238993534734758
2022-03-11,-1.1623446288303991,-2.273289490905119
2022-03-14,-1.1375376526881118,-2.2488733968406285
2022-03-15,-0.982043985787559,-2.0888327414342673
2022-03-16,-0.9494505178377115,-2.0589273095024905
2022-03-17,-0.8782115684571326,-1.9915306587023844
2022-03-18,-0.8276496154726479,-1.9407406256059565
2022-03-21,-0.7442448519774595,-1.856934880433856
2022-03-22,-0.8984036669611487,-2.0101448958380446
2022-03-23,-0.8938498477351712,-2.007202173977868
2022-03-24,-0.8838497560243462,-1.997317076264199
2022-03-25,-0.8585173373062664,-1.9688037188840855
2022-03-28,-0.8642045821469718,-1.9760237391618856
2022-03-29,-0.893633175944331,-2.0050015974445037
2022-03-30,-0.9649413717384514,-2.0791425248153974
2022-03-31,-0.8954494076783568,-2.0125981517293576
2022-04-01,-0.9233300746002574,-2.0382311045102615
2022-04-04,-0.9448975596621647,-2.0587736219489297
2022-04-05,-0.9874136154312995,-2.096517617101128
2022-04-06,-1.0382617865292036,-2.144675197312438
2022-04-07,-0.8771995576986781,-1.9715138259057645
2022-04-08,-0.7126944398791443,-1.7987767077297776
2022-04-11,-0.7841519837350179,-1.8743452368028841
2022-04-12,-0.7281529759617297,-1.8165119339435494
2022-04-13,-0.7391213868442638,-1.8286872303077744
2022-04-14,-0.6450034604720007,-1.7274756225405627
2022-04-18,-0.5604779191040931,-1.6405548358600033
2022-04-19,-0.5528522149996671,-1.6331665582489054
2022-04-20,-0.5281718610315962,-1.6059114983916316
2022-04-21,-0.590449980786242,-1.6697520380733415
2022-04-22,-0.6532431765532568,-1.7373061249801254
2022-04-25,-0.6340746437932171,-1.7174645089834348
2022-04-26,-0.7225471325290205,-1.8040941951035114
2022-04-27,-0.7957777422550496,-1.8777472488883613
2022-04-28,-0.7904833549692099,-1.8715568171692596
2022-04-29,-0.6787123894317738,-1.7489797635695885
2022-05-02,-0.6369297464077638,-1.7044004434652533
2022-05-03,-0.680473355143677,-1.744770995990673
2022-05-04,-0.705704895479968,-1.7682924276109455
2022-05-05,-0.6604092724593156,-1.7223672958794174
2022-05-06,-0.7088554181795566,-1.7690566241307375
2022-05-09,-0.7878590577077549,-1.8545818589166156
2022-05-10,-0.8093308546258559,-1.8758539265082212
2022-05-11,-0.810628286754995,-1.8778524188234718
2022-05-12,-0.7510179181986624,-1.8177758152296513
2022-05-13,-0.7859401217970794,-1.8541395206835474
2022-05-16,-0.9641812398275066,-2.0213289770550738
2022-05-17,-1.0212289342557974,-2.0822604395822966
2022-05-18,-1.0618950507681852,-2.121665646752393
2022-05-19,-1.0890588159351657,-2.1486001776945294
2022-05-20,-0.9523372645512387,-2.004691478969597
2022-05-23,-0.8699887793210661,-1.9191594114975665
2022-05-24,-0.8254367938476678,-1.8777349950206526
2022-05-25,-0.776939449830601,-1.8354921506191226
2022-05-26,-0.6607769198623914,-1.7160489179898444
2022-05-27,-0.5256798547470667,-1.5953078859571297
2022-05-31,-0.5211238081920033,-1.5888072434269018
2022-06-01,-0.40084200326002883,-1.4616815560775172
2022-06-02,-0.468070873862618,-1.5300709205138074
2022-06-03,-0.43356083828931113,-1.4933365140195807
2022-06-06,-0.4357676575981065,-1.4983360349550299
2022-06-07,-0.5195460521942918,-1.5815623490537891
2022-06-08,-0.7193664600558632,-1.7853570256971147
2022-06-09,-0.7022167835199598,-1.770011039537136
2022-06-10,-0.6409964371909168,-1.7013133708500885
2022-06-13,-0.5890612015249493,-1.6471998372712398
2022-06-14,-0.573063151044731,-1.6288359396045204
2022-06-15,-0.4154203538783932,-1.4864600886640615
2022-06-16,-0.34317749066480463,-1.4150100904724279
2022-06-17,-0.3938503307170597,-1.4638498314453186
2022-06-21,-0.46790350258528685,-1.5341665667697564
2022-06-22,-0.6425628796230378,-1.69937193289184
2022-06-23,-0.5968835233374967,-1.6517916819153078
2022-06-24,-0.6002797937140429,-1.6560844059544602
2022-06-27,-0.4080962560145702,-1.4564784444624637
2022-06-28,-0.5478511601059802,-1.5813320482267852
2022-06-29,-0.6005473583516024,-1.6398469412766385
2022-06-30,-0.5917014555217325,-1.6308490213462747
2022-07-01,-0.6507956170182766,-1.685549938460712
2022-07-05,-0.6984717959592172,-1.73107161171366
2022-07-06,-0.6523615849433042,-1.6791977512103486
2022-07-07,-0.673068393394661,-1.6938595203926432
2022-07-08,-0.7666049422454493,-1.7852460862019508
2022-07-11,-0.7698310487557442,-1.790394950599406
2022-07-12,-0.7921986618155666,-1.8133213037888363
2022-07-13,-0.9006321493257335,-1.91147000640516
2022-07-14,-0.7047910325654884,-1.699606130787728
2022-07-15,-0.601663985972247,-1.594303563819578
2022-07-18,-0.427595654119171,-1.4108766525285623
2022-07-19,-0.5123818555045215,-1.5007274307893261
2022-07-20,-0.6289143257872986,-1.6270745607140964
2022-07-21,-0.6688243362043647,-1.66661709856544
2022-07-22,-0.635440335584442,-1.6282564919859766
2022-07-25,-0.6069836733270407,-1.5915429797214535
2022-07-26,-0.5779721817042227,-1.5557879298437425
2022-07-27,-0.6103578649726255,-1.5913029796948386
2022-07-28,-0.7344329653444286,-1.7108281966213803
2022-07-29,-0.7020672203214097,-1.6792631193721872
2022-08-01,-0.6181472694641821,-1.5953933010615444
2022-08-02,-0.5576918021218262,-1.5355656451691362
2022-08-03,-0.4391349929401461,-1.4165821518880783
2022-08-04,-0.49311617856682316,-1.4701706012960303
2022-08-05,-0.5238944382298917,-1.5001553872993296
2022-08-08,-0.4997438876902205,-1.4761210365451882
2022-08-09,-0.475491157138795,-1.4505833865986117
2022-08-10,-0.4790296174858577,-1.4568152648461943
2022-08-11,-0.47231121481820454,-1.4499118743568677
2022-08-12,-0.4890694974405298,-1.4658715312874118
2022-08-15,-0.5323007441674759,-1.5105350377277416
2022-08-16,-0.43494488442554247,-1.4137758195626533
2022-08-17,-0.3305915744182249,-1.3099199471021714
2022-08-18,-0.26028052841376975,-1.2375454449507992
2022-08-19,-0.2970684291417194,-1.2714700836652053
2022-08-22,-0.39322772490024,-1.367016030086949
2022-08-23,-0.4206045749768311,-1.3964868290243007
2022-08-24,-0.39314236848976497,-1.3710152682297836
2022-08-25,-0.4022963322433324,-1.380940190970427
2022-08-26,-0.40025653286042545,-1.381086608125474
2022-08-29,-0.341018271394441,-1.3219728231368744
2022-08-30,-0.3120407271054556,-1.2942177766334524
2022-08-31,-0.25145267136995664,-1.2346256053022424
2022-09-01,-0.31851395651596043,-1.301580791406927
2022-09-02,-0.21843486930191322,-1.2079781941214052
2022-09-06,-0.11502196990976257,-1.10916819474799
2022-09-07,-0.18042531881532642,-1.1765490820401443
2022-09-08,-0.03189451373333301,-1.0292574750788588
2022-09-09,-0.014100670289552723,-1.012984990906845
2022-09-12,-0.12661442852412746,-1.1260994288288184
2022-09-13,-0.01802423139423731,-1.0215078653911127
2022-09-14,-0.12468897393976311,-1.1239482579915105
2022-09-15,-0.07353434562647107,-1.0740553488696494
2022-09-16,-0.08026384887417849,-1.0809131349768968
2022-09-19,-0.14763749612687338,-1.1500988320189633
2022-09-20,-0.1080203246639165,-1.1068251208262778
2022-09-21,0.03448583513819286,-0.9705923027429206
2022-09-22,0.06625280221950147,-0.9383842302390893
2022-09-23,0.07712665263331513,-0.9283117121759249
2022-09-26,0.12408299728533385,-0.8858327730833389
2022-09-27,0.16548956598549566,-0.8450928709285009
2022-09-28,0.21667178102931026,-0.7940171582776528
2022-09-29,0.2215510377687441,-0.790294808502203
2022-09-30,0.33038274207397805,-0.6842533045007557
2022-10-03,0.44131374152478553,-0.5750527836662299
2022-10-04,0.3373174573703439,-0.6802794014814595
2022-10-05,0.22110596346909558,-0.7966133097718688
2022-10-06,0.10641100942053036,-0.9088533693803429
2022-10-07,0.1898582552166465,-0.8258319003051784
2022-10-10,0.12871423772360044,-0.8865203384575846
2022-10-11,0.18016576458902447,-0.8330197093053433
2022-10-12,0.17116645304719708,-0.8429381542341764
2022-10-13,0.0914139932620944,-0.9206697733945274
2022-10-14,0.06464620733697997,-0.9450999683099937
2022-10-17,0.10825725718672807,-0.8995888638624753
2022-10-18,0.08013812512449399,-0.9229846027964002
2022-10-19,0.007074618527265784,-0.9930420928547787
2022-10-20,0.033518942032980455,-0.9689934067653627
2022-10-21,0.11882057077572235,-0.8804450960971126
2022-10-24,0.2521355544151725,-0.7448372129768654
2022-10-25,0.13423765319422598,-0.8547028799511764
2022-10-26,0.013294047029565098,-0.9776601631385721
2022-10-27,-0.0024256807436208515,-0.9922908394742224
2022-10-28,0.013659933397738577,-0.9735465808409691
2022-10-31,-0.034271171972395965,-1.020480092949023
2022-11-01,-0.05794894112143662,-1.0432644662491932
2022-11-02,-0.12260370053020152,-1.1051349824130206
2022-11-03,0.025062960028263154,-0.9731329568848409
2022-11-04,-0.21760000095330848,-1.2452430253637021
2022-11-07,-0.14015217653495582,-1.1717367701794894
2022-11-08,-0.02016306065096876,-1.0493452525675278
2022-11-09,-0.06568318191503994,-1.098126147004211
2022-11-10,0.060861994627274735,-0.9767727402783525
2022-11-11,0.054578635886693344,-0.980930941550236
2022-11-14,0.09621992050860993,-0.9385805701710765
2022-11-15,0.17019875498123316,-0.8653476120040634
2022-11-16,0.2590045075991794,-0.776710701711687
2022-11-17,0.42345332327153457,-0.6224952858471531
2022-11-18,0.4659654445845832,-0.5807681741944936
2022-11-21,0.37393218528028316,-0.6739059790289847
2022-11-22,0.311156264749421,-0.739630189720979
2022-11-23,0.3089413207278594,-0.737116721649065
2022-11-25,0.35324415972247875,-0.6958368712508998
2022-11-28,0.35084975578751026,-0.6993854376626213
2022-11-29,0.40262508312051826,-0.651889346184528
2022-11-30,0.3932423729023841,-0.659802588724099
2022-12-01,0.26760572580640407,-0.791690421967679
2022-12-02,0.28476675002851815,-0.7744014219123481
2022-12-05,0.1678381223688016,-0.892181360047926
2022-12-06,0.16278030020064851,-0.8959629437698345
2022-12-07,0.032874779535007746,-1.0158910442352485
2022-12-08,0.0853735705535,-0.9609118119902105
2022-12-09,0.14903737905268405,-0.8961089714227237
2022-12-12,0.13690215416587329,-0.9058101692773753
2022-12-13,-0.007942823759904028,-1.0473640961659223
2022-12-14,0.0010645301866028065,-1.0415399818417326
2022-12-15,0.07009180065201437,-0.9720666239165138
2022-12-16,0.11152486995275601,-0.9331654232130987
2022-12-19,0.19874930922554696,-0.8501709305719886
2022-12-20,0.18364525214123356,-0.8650242420410121
2022-12-21,0.23240432484608,-0.8160352397924564
2022-12-22,0.23388374650756172,-0.8127302742403986
2022-12-23,0.1645057985533843,-0.8810098280493581
2022-12-27,0.1628381632249566,-0.8862770282212167
2022-12-28,0.15350728493227564,-0.8944010578233773
2022-12-29,0.1213743183224973,-0.926848563079317
2022-12-30,0.1506354708564453,-0.8962221865042073
2023-01-03,0.10647234588073501,-0.9393953022694758
2023-01-04,0.0006746442320650584,-1.0504887164165058
2023-01-05,0.11779211888691006,-0.9293959555634237
2023-01-06,0.24868056640722855,-0.8043134170672737
2023-01-09,0.2704566183105882,-0.785375393857961
2023-01-10,0.28283320996727346,-0.7738922145713246
2023-01-11,0.28406263858178576,-0.7737199156383741
2023-01-12,0.21274130740725616,-0.8445873823088202
2023-01-13,0.4190026999723435,-0.646495927932992
2023-01-17,0.4286306751552329,-0.635772432369401
2023-01-18,0.44143902947705055,-0.6224765277755223
2023-01-19,0.38073235563080754,-0.6824583655346995
2023-01-20,0.4107462022503568,-0.6527227807934817
2023-01-23,0.5034518491667369,-0.5577550821962508
2023-01-24,0.5040360926939499,-0.5538190789517514
2023-01-25,0.576846988542585,-0.48299080295223323
2023-01-26,0.5212125302201704,-0.5355940906680886
2023-01-27,0.5170945048859837,-0.5376412621190868
2023-01-30,0.531658103442712,-0.5231627679531211
2023-01-31,0.3254031250514928,-0.7592423152760351
2023-02-01,0.18936067515866623,-0.8897868853492215
2023-02-02,0.13171006176842212,-0.9452756699730608
2023-02-03,0.2863671227920908,-0.80274127846685
2023-02-06,0.150792003833809,-0.9417319083344073
2023-02-07,0.1680129455564991,-0.9194371836727689
2023-02-08,0.18227189257290094,-0.9001324537641323
2023-02-09,0.16600922897165674,-0.912668669959637
2023-02-10,0.20170312492388545,-0.8756526257251313
2023-02-13,0.14826513551836795,-0.9317717299124829
2023-02-14,0.2640757132821869,-0.8134319827853367
2023-02-15,0.3216977332464079,-0.7572722984088603
2023-02-16,0.41132407603063076,-0.6700178827669913
2023-02-17,0.35153530356318596,-0.7278787032437505
2023-02-21,0.26528025570845415,-0.820850139886457
2023-02-22,0.12260540862052759,-0.9499857157376788
2023-02-23,0.07145059828896727,-1.0023197341704553
2023-02-24,0.05081873348307515,-1.0233205783812014
2023-02-27,0.08946706595202478,-0.9845400905975377
2023-02-28,0.157234740390286,-0.9244069417375775
2023-03-01,0.2781579446431563,-0.8070549847035108
2023-03-02,0.248530855421118,-0.8406030811045103
2023-03-03,0.4052440324305747,-0.6877855679048988
2023-03-06,0.5241892274429987,-0.5845374442853433
2023-03-07,0.7183573366917172,-0.4139647520488563
2023-03-08,0.6297229852435885,-0.5011927274628387
2023-03-09,0.5361726432490034,-0.6048678397711733
2023-03-10,0.5583889463327523,-0.5835927718389571
2023-03-13,0.5812784393425177,-0.5602090489256079
2023-03-14,0.5127623072158733,-0.6265399532205501
2023-03-15,0.3797118365255304,-0.7572234511271886
2023-03-16,0.1661710107667959,-0.9715652762179308
2023-03-17,0.20506842017181698,-0.9305025030202516
2023-03-20,0.2538643137229846,-0.8754266821119575
2023-03-21,0.15305386111349695,-0.972043976423296
2023-03-22,0.001427748008048127,-1.1196415224061254
2023-03-23,0.011325409272386842,-1.1073508045056462
2023-03-24,0.14325898660304587,-0.9560058113229648
2023-03-27,0.1966482255258478,-0.9021457766817579
2023-03-28,0.21581036255659156,-0.8848378470723351
2023-03-29,0.13140976549250746,-0.9717359814084965
2023-03-30,0.25058763043559334,-0.8580203895140927
2023-03-31,0.23654417298912403,-0.8724627696105777
2023-04-03,0.24770048855424107,-0.8635937999885019
2023-04-04,0.2715908361036491,-0.8386473431165766
2023-04-05,0.2492832427456763,-0.8609826087851977
2023-04-06,0.35271971184636036,-0.7581641775411797
2023-04-10,0.449924200397672,-0.6595844095612615
2023-04-11,0.30167191477162925,-0.8174232431088329
2023-04-12,0.23466757683165337,-0.8928030642513572
2023-04-13,0.1805621696410216,-0.9472038172929165
2023-04-14,0.2227264351380931,-0.9043484311838115
2023-04-17,0.24323074517440488,-0.8830318171036737
2023-04-18,0.07801480403842372,-1.0491303750076706
2023-04-19,0.03596706043605418,-1.0922569559575055
2023-04-20,-0.017031799619992873,-1.1462414101016514
2023-04-21,-0.051965519170191266,-1.188739121489439
2023-04-24,-0.038358016369838904,-1.1772867592590677
2023-04-25,-0.00596476557838027,-1.1414628973195273
2023-04-26,-0.0828700257251089,-1.2197635224989378
2023-04-27,0.07817019735540112,-1.0524984057955027
2023-04-28,0.06387276618028852,-1.0680635813980637
2023-05-01,-0.08187072195811435,-1.2118948961100149
2023-05-02,-0.2766389226943994,-1.41191939601996
2023-05-03,-0.4028916663984689,-1.5420491966087178
2023-05-04,-0.2767203084388058,-1.4121631867025153
2023-05-05,-0.28552202151261735,-1.4205190870223718
2023-05-08,-0.27860220205228475,-1.411323580343225
2023-05-09,-0.33868237150517694,-1.4661985446053813
2023-05-10,-0.3867646412084969,-1.5158203831923334
2023-05-11,-0.3366013515287225,-1.4719823773082046
2023-05-12,-0.2540533545275939,-1.3883589897977786
2023-05-15,-0.4650083223776715,-1.5881518901175558
2023-05-16,-0.3842909800024234,-1.503894445108857
2023-05-17,-0.41270143841285434,-1.523612834284163
2023-05-18,-0.3501009108168557,-1.459996746469346
2023-05-19,-0.3724345302726533,-1.4837558149102423
2023-05-22,-0.26512511575900094,-1.370890834045933
2023-05-23,-0.39058498185624313,-1.5028123777543743
2023-05-24,-0.6305761293121992,-1.735027281230747
2023-05-25,-0.7947283563876875,-1.880954073553201
2023-05-26,-0.8634079426047405,-1.943225381649951
2023-05-30,-0.9028159925009412,-1.9859486676169076
2023-05-31,-0.7692375017422945,-1.8438423073440304
2023-06-01,-0.8070145319283782,-1.8829093206155767
2023-06-02,-0.9499884326835762,-2.0366796521382597
2023-06-05,-0.8405566851147555,-1.9248359992550996
2023-06-06,-0.8406176826002383,-1.9220331037109846
2023-06-07,-0.9037573918848504,-1.9806978373225523
2023-06-08,-0.8432772327511662,-1.9183309861591848
2023-06-09,-0.849576539628306,-1.9236651545398855
2023-06-12,-0.9417020413926139,-2.014780166636951
2023-06-13,-1.0036164771725402,-2.0805030077598765
2023-06-14,-0.9798515726528111,-2.054518870846059
2023-06-15,-0.9688493918725566,-2.0472658321546673
2023-06-16,-0.8997411449165376,-1.9810538145747407
2023-06-20,-0.8765254227078826,-1.9616537710017135
2023-06-21,-0.8547338708063335,-1.9426785607858186
2023-06-22,-0.7639403231192223,-1.8621626959271493
2023-06-23,-0.5424043833786828,-1.6523996977926925
2023-06-26,-0.6728140564789676,-1.7875930933622601
2023-06-27,-0.6280828349215168,-1.740747672272196
2023-06-28,-0.7162158914393557,-1.8397834625963032
2023-06-29,-0.5773330167050197,-1.723746847314093
2023-06-30,-0.5534628053069285,-1.6999494384839189
2023-07-03,-0.5770471472235315,-1.7241016378466685
2023-07-05,-0.4955420463363749,-1.6515108311494047
2023-07-06,-0.4382227452457701,-1.5945061147232464
2023-07-07,-0.5587782423064465,-1.7230881055797374
2023-07-10,-0.5099502057992878,-1.68010736590302
2023-07-11,-0.3720184495345109,-1.541354896448947
2023-07-12,-0.34636087548947114,-1.5136418809936805
2023-07-13,-0.223411170429955,-1.38532434934072
2023-07-14,-0.029091762999136375,-1.2099147580627552
2023-07-17,-0.22790228737226761,-1.4400158165406785
2023-07-18,-0.33473392873627683,-1.5556148883747543
2023-07-19,-0.4555824532375705,-1.69445458766383
2023-07-20,-0.4593996429012653,-1.69579468786713
2023-07-21,-0.4727960809816455,-1.709825706449541
2023-07-24,-0.4492964833921898,-1.6894995545045197
2023-07-25,-0.5605936135743348,-1.7991619633588003
2023-07-26,-0.6155060477535789,-1.8630978995381802
2023-07-27,-0.62786116472462,-1.8793807411055017
2023-07-28,-0.5734438641814704,-1.821403224474972
2023-07-31,-0.3696112695949453,-1.6296366350545017
2023-08-01,-0.40090943440106697,-1.6568086747652186
2023-08-02,-0.3938413991499443,-1.6493256326913277
2023-08-03,-0.39140366134021004,-1.6451143731145126
2023-08-04,-0.53155664285099,-1.7870542070671376
2023-08-07,-0.6240632032815558,-1.881139213132946
2023-08-08,-0.5289741685962098,-1.7853214827140376
2023-08-09,-0.4962730589778023,-1.7549134698627864
2023-08-10,-0.4554157917970899,-1.7168408498962657
